ip_str,port,org,os,vulns,location.country_code,tags
72.144.161.20,27017,Microsoft Corporation,,[],DE,"['cloud', 'database']"
77.68.101.76,27017,UK Next Generation Cloud Server (NGCS),,"['CVE-2025-6709', 'CVE-2014-8180', 'CVE-2024-8305', 'CVE-2024-7553', 'CVE-2025-12657', 'CVE-2025-6706', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2024-6384', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2024-10921', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2025-10059', 'CVE-2026-22796', 'CVE-2025-3085', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2022-3358', 'CVE-2025-3084', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",GB,"['database', 'eol-product']"
111.229.206.216,9017,"Tencent cloud computing (Beijing) Co., Ltd.",,"['CVE-2014-8180', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",CN,"['cloud', 'database', 'eol-product']"
35.246.130.149,27017,Google LLC,,[],DE,"['cloud', 'database']"
4.216.216.26,27017,Microsoft Corporation,,[],JP,"['cloud', 'database']"
154.210.57.168,27017,OCTOPUS WEB SOLUTION INC,,"['CVE-2025-6709', 'CVE-2024-6384', 'CVE-2025-13644', 'CVE-2024-8305', 'CVE-2024-7553', 'CVE-2025-13643', 'CVE-2025-6706', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2025-3082', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2025-0755', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2024-10921', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-10059', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2025-3085', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-3084', 'CVE-2025-14345', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",HK,['database']
185.42.117.141,2210,SQUARK SARL,,"['CVE-2025-4575', 'CVE-2018-25004', 'CVE-2020-7929', 'CVE-2020-7928', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2020-7923', 'CVE-2019-20923', 'CVE-2019-2389', 'CVE-2019-20925', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2025-15467', 'CVE-2025-15469', 'CVE-2025-15468', 'CVE-2021-20330', 'CVE-2021-20333', 'CVE-2019-2386', 'CVE-2018-20803', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2018-20805', 'CVE-2018-20804', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2021-32036', 'CVE-2014-8180', 'CVE-2019-2390', 'CVE-2025-11187', 'CVE-2025-66199']",FR,"['database', 'eol-product']"
185.42.117.143,2210,SQUARK SARL,,"['CVE-2025-4575', 'CVE-2018-25004', 'CVE-2020-7929', 'CVE-2020-7928', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2020-7923', 'CVE-2019-20923', 'CVE-2019-2389', 'CVE-2019-20925', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2025-15467', 'CVE-2025-15469', 'CVE-2025-15468', 'CVE-2021-20330', 'CVE-2021-20333', 'CVE-2019-2386', 'CVE-2018-20803', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2018-20805', 'CVE-2018-20804', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2021-32036', 'CVE-2014-8180', 'CVE-2019-2390', 'CVE-2025-11187', 'CVE-2025-66199']",FR,"['database', 'eol-product']"
34.70.74.189,27017,Google LLC,,[],US,"['cloud', 'database']"
51.79.197.161,2210,OVH Singapore PTE. LTD,,"['CVE-2025-4575', 'CVE-2018-25004', 'CVE-2020-7929', 'CVE-2020-7928', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2020-7923', 'CVE-2019-20923', 'CVE-2019-2389', 'CVE-2019-20925', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2025-15467', 'CVE-2025-15469', 'CVE-2025-15468', 'CVE-2021-20330', 'CVE-2021-20333', 'CVE-2019-2386', 'CVE-2018-20803', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2018-20805', 'CVE-2018-20804', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2021-32036', 'CVE-2014-8180', 'CVE-2019-2390', 'CVE-2025-11187', 'CVE-2025-66199']",SG,"['database', 'eol-product']"
185.42.117.222,2210,SQUARK SARL,,"['CVE-2025-4575', 'CVE-2018-25004', 'CVE-2020-7929', 'CVE-2020-7928', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2020-7923', 'CVE-2019-20923', 'CVE-2019-2389', 'CVE-2019-20925', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2025-15467', 'CVE-2025-15469', 'CVE-2025-15468', 'CVE-2021-20330', 'CVE-2021-20333', 'CVE-2019-2386', 'CVE-2018-20803', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2018-20805', 'CVE-2018-20804', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2021-32036', 'CVE-2014-8180', 'CVE-2019-2390', 'CVE-2025-11187', 'CVE-2025-66199']",FR,"['database', 'eol-product']"
213.199.52.132,27017,Contabo GmbH,,"['CVE-2014-8180', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",DE,"['database', 'eol-product']"
81.208.163.140,3001,Oracle Svenska AB,,"['CVE-2025-6709', 'CVE-2014-8180', 'CVE-2025-12657', 'CVE-2025-6706', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2024-10921', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2025-10059', 'CVE-2026-22796', 'CVE-2025-3085', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2022-3358', 'CVE-2025-3084', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",SA,"['cloud', 'database', 'eol-product']"
79.137.84.12,27017,OVH SAS,,"['CVE-2025-6709', 'CVE-2024-6384', 'CVE-2025-13644', 'CVE-2024-8305', 'CVE-2024-7553', 'CVE-2025-13643', 'CVE-2025-6706', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2025-3082', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2025-0755', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2024-10921', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2024-1351', 'CVE-2025-10059', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2025-3085', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-3084', 'CVE-2025-14345', 'CVE-2024-6375', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",FR,['database']
103.179.190.253,27017,Gio Bien Technology Service Company Limited,,"['CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",VN,"['database', 'eol-product']"
154.210.56.174,27017,OCTOPUS WEB SOLUTION INC,,"['CVE-2025-6709', 'CVE-2024-6384', 'CVE-2025-13644', 'CVE-2024-8305', 'CVE-2024-7553', 'CVE-2025-13643', 'CVE-2025-6706', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2025-3082', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2025-0755', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2024-10921', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-10059', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2025-3085', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-3084', 'CVE-2025-14345', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",HK,['database']
47.95.168.62,27017,"Aliyun Computing Co., LTD",,"['CVE-2022-0778', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2021-32036', 'CVE-2014-8180', 'CVE-2025-14847', 'CVE-2009-1390']",CN,"['database', 'eol-product']"
172.104.230.195,27017,Linode,,"['CVE-2014-8180', 'CVE-2025-12657', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",DE,"['database', 'eol-product', 'cloud']"
68.154.3.146,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
185.133.209.42,27017,Lucca WiFi SRL,,"['CVE-2025-12893', 'CVE-2026-1850', 'CVE-2014-8180', 'CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-14345', 'CVE-2026-1847', 'CVE-2025-11979', 'CVE-2026-25609', 'CVE-2026-25610', 'CVE-2025-14847', 'CVE-2025-13507', 'CVE-2026-25613', 'CVE-2026-1848', 'CVE-2026-1849']",IT,['database']
102.130.115.14,27017,HA-VPS-NET,,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2024-7553', 'CVE-2022-0778', 'CVE-2024-8207', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-3374', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2024-10921', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-6707', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-3085', 'CVE-2025-3084', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2022-24272', 'CVE-2009-3767', 'CVE-2024-6375']",ZA,"['database', 'eol-product']"
20.80.1.243,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
20.72.85.141,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
66.97.32.251,6001,Dattatec Corp,,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2021-32040', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2021-32036', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",AR,"['database', 'eol-product']"
91.208.207.231,2058,Clever Cloud SAS,,"['CVE-2018-25004', 'CVE-2020-7929', 'CVE-2020-7928', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2020-7923', 'CVE-2023-5678', 'CVE-2019-2389', 'CVE-2019-20925', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-0727', 'CVE-2021-20330', 'CVE-2021-20333', 'CVE-2019-20923', 'CVE-2023-4807', 'CVE-2019-2386', 'CVE-2018-20803', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2018-20805', 'CVE-2018-20804', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2021-32036', 'CVE-2014-8180', 'CVE-2019-2390']",FR,"['database', 'eol-product']"
43.135.170.152,27017,"Asia Pacific Network Information Center, Pty. Ltd.",,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-14345', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",US,['database']
92.246.131.35,27017,ITGLOBAL.COM NL B.V.,,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2025-15467', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2026-1850', 'CVE-2025-12893', 'CVE-2025-13507']",BR,['database']
117.53.153.52,27017,Exa Bytes Network Sdn.Bhd.,,"['CVE-2014-8180', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",MY,"['database', 'eol-product']"
35.193.196.125,27017,Google LLC,,[],US,"['cloud', 'database']"
168.138.54.84,27017,Oracle Public Cloud,,"['CVE-2014-8180', 'CVE-2024-8305', 'CVE-2024-10921', 'CVE-2024-7553', 'CVE-2025-6713', 'CVE-2025-6706', 'CVE-2022-0778', 'CVE-2025-6714', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2024-6384', 'CVE-2024-1351', 'CVE-2023-5678', 'CVE-2024-3374', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2025-10060', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2025-6710', 'CVE-2025-6709', 'CVE-2025-6711', 'CVE-2025-3085', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2025-10059', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2024-8654', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-12657', 'CVE-2025-3084', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2009-3767', 'CVE-2024-6375']",JP,"['database', 'eol-product', 'cloud']"
20.81.205.93,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
15.235.206.238,27017,OVH Singapore PTE. LTD,,[],SG,['database']
20.29.33.214,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
34.27.77.118,27017,Google LLC,,"['CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2025-15467', 'CVE-2009-1390', 'CVE-2025-69419', 'CVE-2025-69421', 'CVE-2025-69420']",US,"['database', 'cloud']"
20.63.76.117,27017,Microsoft Corporation,,[],CA,"['cloud', 'database']"
